To learn about increasing the verbosity of the NGen log files please see http://go.microsoft.com/fwlink/?linkid=210113
08/21/2019 18:24:11.078 [16068]: Failed to load dependency Microsoft.SqlTools.Telemetry.Interop of assembly SqlWorkbench.Interfaces, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.772 [16068]: Failed to load dependency Microsoft.SqlTools.Telemetry.Interop of assembly SqlWorkbench.Interfaces, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.808 [16068]: Failed to load dependency Microsoft.SqlServer.Management.Sdk.Sfc of assembly Microsoft.SqlServer.Management.Dmf.UI, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.815 [16068]: Failed to load dependency Microsoft.SqlServer.Dmf of assembly Microsoft.SqlServer.Management.Dmf.UI, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.819 [16068]: Failed to load dependency Microsoft.SqlServer.Dmf.Common of assembly Microsoft.SqlServer.Management.Dmf.UI, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.820 [16068]: Failed to load dependency Microsoft.SqlServer.Management.RegisteredServers of assembly Microsoft.SqlServer.Management.Dmf.UI, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.821 [16068]: Failed to load dependency Microsoft.SqlServer.Smo of assembly Microsoft.SqlServer.Management.Dmf.UI, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.822 [16068]: Failed to load dependency Microsoft.SqlServer.SqlEnum of assembly Microsoft.SqlServer.Management.Dmf.UI, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.846 [16068]: Failed to load dependency Microsoft.SqlServer.WizardFramework of assembly Microsoft.SqlServer.Management.Dmf.UI, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.857 [16068]: Failed to load dependency Microsoft.SqlServer.ConnectionInfo of assembly Microsoft.SqlServer.Management.Dmf.UI, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.857 [16068]: Failed to load dependency Microsoft.SqlServer.RegSvrEnum of assembly Microsoft.SqlServer.Management.Dmf.UI, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.862 [16068]: Failed to load dependency Microsoft.ExceptionMessageBox of assembly Microsoft.SqlServer.Management.Dmf.UI, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.863 [16068]: Failed to load dependency Microsoft.NetEnterpriseServers.ExceptionMessageBox of assembly Microsoft.SqlServer.Management.Dmf.UI, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.872 [16068]: Failed to load dependency Microsoft.SqlServer.Management.SqlWizardFramework of assembly Microsoft.SqlServer.Management.SDK.TaskForms, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.872 [16068]: Failed to load dependency Microsoft.SqlServer.Management.Sdk.Sfc of assembly Microsoft.SqlServer.Management.SDK.TaskForms, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.873 [16068]: Failed to load dependency Microsoft.SqlServer.Smo of assembly Microsoft.SqlServer.Management.SDK.TaskForms, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.874 [16068]: Failed to load dependency Microsoft.SqlServer.Diagnostics.STrace of assembly Microsoft.SqlServer.Management.SDK.TaskForms, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.875 [16068]: Failed to load dependency Microsoft.SqlServer.SmoExtended of assembly Microsoft.SqlServer.Management.SDK.TaskForms, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.876 [16068]: Failed to load dependency Microsoft.SqlServer.ConnectionInfo of assembly Microsoft.SqlServer.Management.SDK.TaskForms, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.877 [16068]: Failed to load dependency Microsoft.SqlServer.WizardFramework of assembly Microsoft.SqlServer.Management.SqlStudio.Controls, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.878 [16068]: Failed to load dependency Microsoft.SqlServer.Smo of assembly Microsoft.SqlServer.Management.SqlStudio.Controls, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.879 [16068]: Failed to load dependency Microsoft.SqlServer.ConnectionInfo of assembly Microsoft.SqlServer.Management.SqlStudio.Controls, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.880 [16068]: Failed to load dependency Microsoft.NetEnterpriseServers.ExceptionMessageBox of assembly Microsoft.SqlServer.Management.SqlStudio.Controls, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.880 [16068]: Failed to load dependency Microsoft.SqlServer.SqlEnum of assembly Microsoft.SqlServer.Management.SqlStudio.Controls, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.881 [16068]: Failed to load dependency Microsoft.SqlServer.Management.Sdk.Sfc of assembly Microsoft.SqlServer.Management.SqlStudio.Controls, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.882 [16068]: Failed to load dependency Microsoft.SqlServer.Management.Sdk.Sfc of assembly Microsoft.SqlServer.Management.UserSettings, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.883 [16068]: Failed to load dependency Microsoft.SqlServer.Diagnostics.STrace of assembly Microsoft.SqlServer.Management.UserSettings, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.884 [16068]: Failed to load dependency Microsoft.SqlServer.Smo of assembly Microsoft.SqlServer.Management.UserSettings, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.884 [16068]: Failed to load dependency Microsoft.SqlServer.ConnectionInfo of assembly Microsoft.SqlServer.Management.UserSettings, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.886 [16068]: Failed to load dependency Microsoft.SqlServer.ConnectionInfo of assembly SqlMgmt, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.891 [16068]: Failed to load dependency Microsoft.SqlServer.WizardFramework of assembly SqlMgmt, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.892 [16068]: Failed to load dependency Microsoft.SqlServer.DlgGrid of assembly SqlMgmt, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.893 [16068]: Failed to load dependency Microsoft.SqlServer.Smo of assembly SqlMgmt, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.893 [16068]: Failed to load dependency Microsoft.SqlServer.SqlEnum of assembly SqlMgmt, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.899 [16068]: Failed to load dependency Microsoft.SqlServer.RegSvrEnum of assembly SqlMgmt, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.900 [16068]: Failed to load dependency Microsoft.SqlServer.Management.AzureAuthenticationManagement of assembly SqlMgmt, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : El sistema no puede encontrar el archivo especificado. (Excepción de HRESULT: 0x80070002)
08/21/2019 18:24:11.900 [16068]: Failed to load dependency Microsoft.SqlServer.Management.Sdk.Sfc of assembly SqlMgmt, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.901 [16068]: Failed to load dependency Microsoft.SqlServer.Management.ServiceManagement of assembly SqlMgmt, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : El sistema no puede encontrar el archivo especificado. (Excepción de HRESULT: 0x80070002)
08/21/2019 18:24:11.902 [16068]: Failed to load dependency Microsoft.SqlServer.Management.Azure.UI of assembly SqlMgmt, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : El sistema no puede encontrar el archivo especificado. (Excepción de HRESULT: 0x80070002)
08/21/2019 18:24:11.903 [16068]: Failed to load dependency Microsoft.SqlServer.Management.ApplicationAuthenticationManagement of assembly SqlMgmt, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : El sistema no puede encontrar el archivo especificado. (Excepción de HRESULT: 0x80070002)
08/21/2019 18:24:11.912 [16068]: Failed to load dependency Microsoft.SqlServer.SString of assembly SqlMgmt, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:11.913 [16068]: Failed to load dependency Microsoft.NetEnterpriseServers.ExceptionMessageBox of assembly SqlMgmt, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
